/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset photo train_idx: 1123, val_idx: 374, test_idx: 5990
Debug: Dataset photo train_idx: 10, val_idx: 10, test_idx: 10
Dataset: photo | #Nodes: 7487 | #Edges: 238087 | #Classes: 8 |#Features: 745
Exp 0/10
************************************
Start fitting model
************************************
Epoch 00198 | Loss(train) 0.7061 | Acc(train) 0.7694 | Acc(val) 0.8904 |
Epoch 00199 | Loss(train) 0.6823 | Acc(train) 0.7711 | Acc(val) 0.8957 |*
Epoch 00200 | Loss(train) 0.7019 | Acc(train) 0.7605 | Acc(val) 0.8877 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'CaGCN', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 745, 'out_dim': 8}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 98.85 MB
GPU Memory Reserved: 222.00 MB
Exp 4/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.0758 | Acc(train) 0.1621 | Acc(val) 0.1979 |*
Epoch 00002 | Loss(train) 2.5247 | Acc(train) 0.2182 | Acc(val) 0.3904 |*
Epoch 00003 | Loss(train) 1.9528 | Acc(train) 0.2449 | Acc(val) 0.4198 |*
Epoch 00004 | Loss(train) 1.9784 | Acc(train) 0.2591 | Acc(val) 0.4225 |*
Epoch 00005 | Loss(train) 1.9634 | Acc(train) 0.2939 | Acc(val) 0.5214 |*
Epoch 00006 | Loss(train) 1.8940 | Acc(train) 0.3081 | Acc(val) 0.6283 |*
Epoch 00007 | Loss(train) 1.8536 | Acc(train) 0.2832 | Acc(val) 0.5775 |
Epoch 00008 | Loss(train) 1.8681 | Acc(train) 0.2974 | Acc(val) 0.5187 |
Epoch 00009 | Loss(train) 1.8207 | Acc(train) 0.3197 | Acc(val) 0.5267 |
Epoch 00010 | Loss(train) 1.7969 | Acc(train) 0.3571 | Acc(val) 0.5508 |
Epoch 00011 | Loss(train) 1.7300 | Acc(train) 0.3793 | Acc(val) 0.5481 |
Epoch 00012 | Loss(train) 1.7588 | Acc(train) 0.3722 | Acc(val) 0.5615 |
Epoch 00013 | Loss(train) 1.6719 | Acc(train) 0.4043 | Acc(val) 0.5588 |
Epoch 00014 | Loss(train) 1.6796 | Acc(train) 0.4025 | Acc(val) 0.5588 |
Epoch 00015 | Loss(train) 1.6419 | Acc(train) 0.4087 | Acc(val) 0.6016 |
Epoch 00016 | Loss(train) 1.5760 | Acc(train) 0.4488 | Acc(val) 0.6150 |
Epoch 00017 | Loss(train) 1.5414 | Acc(train) 0.4541 | Acc(val) 0.6176 |
Epoch 00018 | Loss(train) 1.5063 | Acc(train) 0.4497 | Acc(val) 0.6203 |
Epoch 00019 | Loss(train) 1.5201 | Acc(train) 0.4648 | Acc(val) 0.6257 |
Epoch 00020 | Loss(train) 1.4479 | Acc(train) 0.5013 | Acc(val) 0.6364 |*
Epoch 00021 | Loss(train) 1.4710 | Acc(train) 0.4835 | Acc(val) 0.6283 |
Epoch 00022 | Loss(train) 1.4133 | Acc(train) 0.5040 | Acc(val) 0.6390 |*
Epoch 00023 | Loss(train) 1.3810 | Acc(train) 0.5120 | Acc(val) 0.6417 |*
Epoch 00024 | Loss(train) 1.3610 | Acc(train) 0.5245 | Acc(val) 0.6497 |*
Epoch 00025 | Loss(train) 1.3424 | Acc(train) 0.5254 | Acc(val) 0.7193 |*
Epoch 00026 | Loss(train) 1.3169 | Acc(train) 0.5432 | Acc(val) 0.7246 |*
Epoch 00027 | Loss(train) 1.3316 | Acc(train) 0.5227 | Acc(val) 0.6979 |
Epoch 00028 | Loss(train) 1.2977 | Acc(train) 0.5209 | Acc(val) 0.6738 |
Epoch 00029 | Loss(train) 1.2765 | Acc(train) 0.5503 | Acc(val) 0.7326 |*
Epoch 00030 | Loss(train) 1.2261 | Acc(train) 0.5494 | Acc(val) 0.7594 |*
Epoch 00031 | Loss(train) 1.2649 | Acc(train) 0.5539 | Acc(val) 0.7353 |
Epoch 00032 | Loss(train) 1.1936 | Acc(train) 0.5841 | Acc(val) 0.7273 |
Epoch 00033 | Loss(train) 1.1844 | Acc(train) 0.5690 | Acc(val) 0.7326 |
Epoch 00034 | Loss(train) 1.1711 | Acc(train) 0.5877 | Acc(val) 0.7460 |
Epoch 00035 | Loss(train) 1.1681 | Acc(train) 0.5788 | Acc(val) 0.7513 |
Epoch 00036 | Loss(train) 1.1401 | Acc(train) 0.5868 | Acc(val) 0.7620 |*
Epoch 00037 | Loss(train) 1.1049 | Acc(train) 0.5948 | Acc(val) 0.7968 |*
Epoch 00038 | Loss(train) 1.0351 | Acc(train) 0.6233 | Acc(val) 0.8075 |*
Epoch 00039 | Loss(train) 1.0197 | Acc(train) 0.6296 | Acc(val) 0.7941 |
Epoch 00040 | Loss(train) 1.0346 | Acc(train) 0.6447 | Acc(val) 0.7888 |
Epoch 00041 | Loss(train) 1.0075 | Acc(train) 0.6331 | Acc(val) 0.7995 |
Epoch 00042 | Loss(train) 1.0320 | Acc(train) 0.6296 | Acc(val) 0.7968 |
Epoch 00043 | Loss(train) 0.9722 | Acc(train) 0.6349 | Acc(val) 0.8075 |
Epoch 00044 | Loss(train) 0.9996 | Acc(train) 0.6385 | Acc(val) 0.8209 |*
Epoch 00045 | Loss(train) 0.9854 | Acc(train) 0.6465 | Acc(val) 0.8182 |
Epoch 00046 | Loss(train) 0.9363 | Acc(train) 0.6768 | Acc(val) 0.8235 |*
Epoch 00047 | Loss(train) 0.9768 | Acc(train) 0.6518 | Acc(val) 0.8209 |
Epoch 00048 | Loss(train) 0.9525 | Acc(train) 0.6581 | Acc(val) 0.8289 |*
Epoch 00049 | Loss(train) 0.9343 | Acc(train) 0.6616 | Acc(val) 0.8155 |
Epoch 00050 | Loss(train) 0.9592 | Acc(train) 0.6527 | Acc(val) 0.8289 |
Epoch 00051 | Loss(train) 0.9166 | Acc(train) 0.6714 | Acc(val) 0.8048 |
Epoch 00052 | Loss(train) 0.9190 | Acc(train) 0.6839 | Acc(val) 0.7781 |
Epoch 00053 | Loss(train) 0.9110 | Acc(train) 0.6812 | Acc(val) 0.8021 |
Epoch 00054 | Loss(train) 0.9334 | Acc(train) 0.6883 | Acc(val) 0.8209 |
Epoch 00055 | Loss(train) 0.9179 | Acc(train) 0.7008 | Acc(val) 0.8289 |
Epoch 00056 | Loss(train) 0.9466 | Acc(train) 0.6670 | Acc(val) 0.8209 |
Epoch 00057 | Loss(train) 0.9209 | Acc(train) 0.6883 | Acc(val) 0.8235 |
Epoch 00058 | Loss(train) 0.8942 | Acc(train) 0.6883 | Acc(val) 0.8209 |
Epoch 00059 | Loss(train) 0.8948 | Acc(train) 0.6794 | Acc(val) 0.8235 |
Epoch 00060 | Loss(train) 0.8690 | Acc(train) 0.6955 | Acc(val) 0.8316 |*
Epoch 00061 | Loss(train) 0.8749 | Acc(train) 0.6892 | Acc(val) 0.8396 |*
Epoch 00062 | Loss(train) 0.9563 | Acc(train) 0.6714 | Acc(val) 0.8289 |
Epoch 00063 | Loss(train) 0.8946 | Acc(train) 0.7106 | Acc(val) 0.8235 |
Epoch 00064 | Loss(train) 0.8256 | Acc(train) 0.6937 | Acc(val) 0.8235 |
Epoch 00065 | Loss(train) 0.8482 | Acc(train) 0.7142 | Acc(val) 0.8316 |
Epoch 00066 | Loss(train) 0.8519 | Acc(train) 0.7044 | Acc(val) 0.8396 |
Epoch 00067 | Loss(train) 0.8883 | Acc(train) 0.6839 | Acc(val) 0.8396 |
Epoch 00068 | Loss(train) 0.8453 | Acc(train) 0.7008 | Acc(val) 0.8503 |*
Epoch 00069 | Loss(train) 0.8086 | Acc(train) 0.7240 | Acc(val) 0.8422 |
Epoch 00070 | Loss(train) 0.8378 | Acc(train) 0.7061 | Acc(val) 0.8449 |
Epoch 00071 | Loss(train) 0.8118 | Acc(train) 0.7320 | Acc(val) 0.8422 |
Epoch 00072 | Loss(train) 0.8235 | Acc(train) 0.7097 | Acc(val) 0.8503 |
Epoch 00073 | Loss(train) 0.8094 | Acc(train) 0.7177 | Acc(val) 0.8449 |
Epoch 00074 | Loss(train) 0.8100 | Acc(train) 0.7186 | Acc(val) 0.8476 |
Epoch 00075 | Loss(train) 0.7877 | Acc(train) 0.7213 | Acc(val) 0.8476 |
Epoch 00076 | Loss(train) 0.7538 | Acc(train) 0.7168 | Acc(val) 0.8449 |
Epoch 00077 | Loss(train) 0.7994 | Acc(train) 0.7177 | Acc(val) 0.8503 |
Epoch 00078 | Loss(train) 0.7711 | Acc(train) 0.7293 | Acc(val) 0.8636 |*
Epoch 00079 | Loss(train) 0.7521 | Acc(train) 0.7444 | Acc(val) 0.8663 |*
Epoch 00080 | Loss(train) 0.7545 | Acc(train) 0.7302 | Acc(val) 0.8449 |
Epoch 00081 | Loss(train) 0.8280 | Acc(train) 0.6972 | Acc(val) 0.8636 |
Epoch 00082 | Loss(train) 0.8167 | Acc(train) 0.7017 | Acc(val) 0.8503 |
Epoch 00083 | Loss(train) 0.7409 | Acc(train) 0.7453 | Acc(val) 0.8529 |
Epoch 00084 | Loss(train) 0.7697 | Acc(train) 0.7391 | Acc(val) 0.8529 |
Epoch 00085 | Loss(train) 0.7300 | Acc(train) 0.7471 | Acc(val) 0.8556 |
Epoch 00086 | Loss(train) 0.7541 | Acc(train) 0.7516 | Acc(val) 0.8583 |
Epoch 00087 | Loss(train) 0.7706 | Acc(train) 0.7284 | Acc(val) 0.8797 |*
Epoch 00088 | Loss(train) 0.7414 | Acc(train) 0.7097 | Acc(val) 0.8743 |
Epoch 00089 | Loss(train) 0.7475 | Acc(train) 0.7373 | Acc(val) 0.8824 |*
Epoch 00090 | Loss(train) 0.7554 | Acc(train) 0.7364 | Acc(val) 0.8583 |
Epoch 00091 | Loss(train) 0.7786 | Acc(train) 0.7471 | Acc(val) 0.8583 |
Epoch 00092 | Loss(train) 0.7450 | Acc(train) 0.7222 | Acc(val) 0.8824 |
Epoch 00093 | Loss(train) 0.7491 | Acc(train) 0.7533 | Acc(val) 0.8743 |
Epoch 00094 | Loss(train) 0.7529 | Acc(train) 0.7409 | Acc(val) 0.8636 |
Epoch 00095 | Loss(train) 0.7154 | Acc(train) 0.7480 | Acc(val) 0.8850 |*
Epoch 00096 | Loss(train) 0.7459 | Acc(train) 0.7453 | Acc(val) 0.8663 |
Epoch 00097 | Loss(train) 0.7885 | Acc(train) 0.7400 | Acc(val) 0.8690 |
Epoch 00098 | Loss(train) 0.7445 | Acc(train) 0.7418 | Acc(val) 0.8690 |
Epoch 00099 | Loss(train) 0.7404 | Acc(train) 0.7364 | Acc(val) 0.8770 |
Epoch 00100 | Loss(train) 0.7435 | Acc(train) 0.7311 | Acc(val) 0.8824 |
Epoch 00101 | Loss(train) 0.7555 | Acc(train) 0.7373 | Acc(val) 0.8797 |
Epoch 00102 | Loss(train) 0.7783 | Acc(train) 0.7542 | Acc(val) 0.8850 |
Epoch 00103 | Loss(train) 0.7278 | Acc(train) 0.7533 | Acc(val) 0.9011 |*
Epoch 00104 | Loss(train) 0.7433 | Acc(train) 0.7524 | Acc(val) 0.8824 |
Epoch 00105 | Loss(train) 0.7115 | Acc(train) 0.7703 | Acc(val) 0.8824 |
Epoch 00106 | Loss(train) 0.7234 | Acc(train) 0.7516 | Acc(val) 0.8824 |
Epoch 00107 | Loss(train) 0.7248 | Acc(train) 0.7551 | Acc(val) 0.8797 |
Epoch 00108 | Loss(train) 0.7184 | Acc(train) 0.7480 | Acc(val) 0.8797 |
Epoch 00109 | Loss(train) 0.7099 | Acc(train) 0.7551 | Acc(val) 0.9011 |
Epoch 00110 | Loss(train) 0.6615 | Acc(train) 0.7703 | Acc(val) 0.8957 |
Epoch 00111 | Loss(train) 0.7091 | Acc(train) 0.7489 | Acc(val) 0.8850 |
Epoch 00112 | Loss(train) 0.7198 | Acc(train) 0.7569 | Acc(val) 0.8850 |
Epoch 00113 | Loss(train) 0.7227 | Acc(train) 0.7409 | Acc(val) 0.8824 |
Epoch 00114 | Loss(train) 0.6976 | Acc(train) 0.7578 | Acc(val) 0.9064 |*
Epoch 00115 | Loss(train) 0.7643 | Acc(train) 0.7453 | Acc(val) 0.8850 |
Epoch 00116 | Loss(train) 0.7254 | Acc(train) 0.7444 | Acc(val) 0.8904 |
Epoch 00117 | Loss(train) 0.7318 | Acc(train) 0.7418 | Acc(val) 0.9011 |
Epoch 00118 | Loss(train) 0.7003 | Acc(train) 0.7542 | Acc(val) 0.8850 |
Epoch 00119 | Loss(train) 0.6811 | Acc(train) 0.7569 | Acc(val) 0.9011 |
Epoch 00120 | Loss(train) 0.7302 | Acc(train) 0.7542 | Acc(val) 0.8904 |
Epoch 00121 | Loss(train) 0.6679 | Acc(train) 0.7756 | Acc(val) 0.9037 |
Epoch 00122 | Loss(train) 0.7679 | Acc(train) 0.7329 | Acc(val) 0.8957 |
Epoch 00123 | Loss(train) 0.7255 | Acc(train) 0.7453 | Acc(val) 0.8904 |
Epoch 00124 | Loss(train) 0.7209 | Acc(train) 0.7667 | Acc(val) 0.8877 |
Epoch 00125 | Loss(train) 0.6984 | Acc(train) 0.7614 | Acc(val) 0.8824 |
Epoch 00126 | Loss(train) 0.7281 | Acc(train) 0.7373 | Acc(val) 0.8904 |
Epoch 00127 | Loss(train) 0.6906 | Acc(train) 0.7524 | Acc(val) 0.8797 |
Epoch 00128 | Loss(train) 0.7262 | Acc(train) 0.7480 | Acc(val) 0.8877 |
Epoch 00129 | Loss(train) 0.6710 | Acc(train) 0.7658 | Acc(val) 0.8824 |
Epoch 00130 | Loss(train) 0.7026 | Acc(train) 0.7703 | Acc(val) 0.8824 |
Epoch 00131 | Loss(train) 0.6854 | Acc(train) 0.7640 | Acc(val) 0.8877 |
Epoch 00132 | Loss(train) 0.7097 | Acc(train) 0.7676 | Acc(val) 0.8877 |
Epoch 00133 | Loss(train) 0.6894 | Acc(train) 0.7533 | Acc(val) 0.8877 |
Epoch 00134 | Loss(train) 0.7360 | Acc(train) 0.7320 | Acc(val) 0.9091 |*
Epoch 00135 | Loss(train) 1.0181 | Acc(train) 0.7453 | Acc(val) 0.9011 |
Epoch 00136 | Loss(train) 0.7332 | Acc(train) 0.7524 | Acc(val) 0.8877 |
Epoch 00137 | Loss(train) 0.7159 | Acc(train) 0.7569 | Acc(val) 0.8797 |
Epoch 00138 | Loss(train) 0.7472 | Acc(train) 0.7302 | Acc(val) 0.8904 |
Epoch 00139 | Loss(train) 0.7113 | Acc(train) 0.7569 | Acc(val) 0.9091 |
Epoch 00140 | Loss(train) 0.8128 | Acc(train) 0.7124 | Acc(val) 0.9037 |
Epoch 00141 | Loss(train) 0.7207 | Acc(train) 0.7560 | Acc(val) 0.8904 |
Epoch 00142 | Loss(train) 0.7129 | Acc(train) 0.7631 | Acc(val) 0.8770 |
Epoch 00143 | Loss(train) 0.7392 | Acc(train) 0.7400 | Acc(val) 0.8850 |
Epoch 00144 | Loss(train) 0.7249 | Acc(train) 0.7400 | Acc(val) 0.8904 |
Epoch 00145 | Loss(train) 0.7363 | Acc(train) 0.7418 | Acc(val) 0.8797 |
Epoch 00146 | Loss(train) 0.7263 | Acc(train) 0.7542 | Acc(val) 0.8850 |
Epoch 00147 | Loss(train) 0.7028 | Acc(train) 0.7649 | Acc(val) 0.8770 |
Epoch 00148 | Loss(train) 0.7028 | Acc(train) 0.7498 | Acc(val) 0.8877 |
Epoch 00149 | Loss(train) 0.7028 | Acc(train) 0.7685 | Acc(val) 0.8824 |
Epoch 00150 | Loss(train) 0.6973 | Acc(train) 0.7818 | Acc(val) 0.8930 |
Epoch 00151 | Loss(train) 0.7027 | Acc(train) 0.7480 | Acc(val) 0.8904 |
Epoch 00152 | Loss(train) 0.6917 | Acc(train) 0.7720 | Acc(val) 0.8797 |
Epoch 00153 | Loss(train) 0.7105 | Acc(train) 0.7605 | Acc(val) 0.8984 |
Epoch 00154 | Loss(train) 0.6910 | Acc(train) 0.7640 | Acc(val) 0.9064 |
Epoch 00155 | Loss(train) 0.6633 | Acc(train) 0.7845 | Acc(val) 0.9064 |
Epoch 00156 | Loss(train) 0.6713 | Acc(train) 0.7614 | Acc(val) 0.8984 |
Epoch 00157 | Loss(train) 0.6870 | Acc(train) 0.7578 | Acc(val) 0.8957 |
Epoch 00158 | Loss(train) 0.6679 | Acc(train) 0.7765 | Acc(val) 0.8877 |
Epoch 00159 | Loss(train) 0.6882 | Acc(train) 0.7578 | Acc(val) 0.8904 |
Epoch 00160 | Loss(train) 0.6731 | Acc(train) 0.7703 | Acc(val) 0.8984 |
Epoch 00161 | Loss(train) 0.6837 | Acc(train) 0.7667 | Acc(val) 0.8904 |
Epoch 00162 | Loss(train) 0.6795 | Acc(train) 0.7640 | Acc(val) 0.9037 |
Epoch 00163 | Loss(train) 0.6511 | Acc(train) 0.7818 | Acc(val) 0.8904 |
Epoch 00164 | Loss(train) 0.6586 | Acc(train) 0.7774 | Acc(val) 0.8957 |
Epoch 00165 | Loss(train) 0.6779 | Acc(train) 0.7605 | Acc(val) 0.9118 |*
Epoch 00166 | Loss(train) 0.7123 | Acc(train) 0.7596 | Acc(val) 0.9037 |
Epoch 00167 | Loss(train) 0.6320 | Acc(train) 0.7827 | Acc(val) 0.9144 |*
Epoch 00168 | Loss(train) 0.6898 | Acc(train) 0.7578 | Acc(val) 0.8957 |
Epoch 00169 | Loss(train) 0.6777 | Acc(train) 0.7729 | Acc(val) 0.8877 |
Epoch 00170 | Loss(train) 0.6983 | Acc(train) 0.7622 | Acc(val) 0.9037 |
Epoch 00171 | Loss(train) 0.6598 | Acc(train) 0.7605 | Acc(val) 0.8877 |
Epoch 00172 | Loss(train) 0.6848 | Acc(train) 0.7364 | Acc(val) 0.9064 |
Epoch 00173 | Loss(train) 0.6728 | Acc(train) 0.7720 | Acc(val) 0.8904 |
Epoch 00174 | Loss(train) 0.6497 | Acc(train) 0.7801 | Acc(val) 0.8877 |
Epoch 00175 | Loss(train) 0.6981 | Acc(train) 0.7542 | Acc(val) 0.8984 |
Epoch 00176 | Loss(train) 0.6765 | Acc(train) 0.7703 | Acc(val) 0.8957 |
Epoch 00177 | Loss(train) 0.6475 | Acc(train) 0.7881 | Acc(val) 0.8904 |
Epoch 00178 | Loss(train) 0.6381 | Acc(train) 0.8050 | Acc(val) 0.8930 |
Epoch 00179 | Loss(train) 0.6482 | Acc(train) 0.7720 | Acc(val) 0.8984 |
Epoch 00180 | Loss(train) 0.6772 | Acc(train) 0.7747 | Acc(val) 0.8904 |
Epoch 00181 | Loss(train) 0.6308 | Acc(train) 0.7863 | Acc(val) 0.9091 |
Epoch 00182 | Loss(train) 0.6339 | Acc(train) 0.7783 | Acc(val) 0.9064 |
Epoch 00183 | Loss(train) 0.6147 | Acc(train) 0.8014 | Acc(val) 0.9118 |
Epoch 00184 | Loss(train) 0.6496 | Acc(train) 0.7890 | Acc(val) 0.9037 |
Epoch 00185 | Loss(train) 0.6766 | Acc(train) 0.7542 | Acc(val) 0.9064 |
Epoch 00186 | Loss(train) 0.6850 | Acc(train) 0.7551 | Acc(val) 0.8904 |
Epoch 00187 | Loss(train) 0.6702 | Acc(train) 0.7818 | Acc(val) 0.9091 |
Epoch 00188 | Loss(train) 0.6630 | Acc(train) 0.7658 | Acc(val) 0.8904 |
Epoch 00189 | Loss(train) 0.6855 | Acc(train) 0.7720 | Acc(val) 0.9118 |
Epoch 00190 | Loss(train) 0.6239 | Acc(train) 0.7818 | Acc(val) 0.8984 |
Epoch 00191 | Loss(train) 0.6651 | Acc(train) 0.7649 | Acc(val) 0.8930 |
Epoch 00192 | Loss(train) 0.6694 | Acc(train) 0.7774 | Acc(val) 0.9037 |
Epoch 00193 | Loss(train) 0.6831 | Acc(train) 0.7729 | Acc(val) 0.8957 |
Epoch 00194 | Loss(train) 0.7120 | Acc(train) 0.7533 | Acc(val) 0.8930 |
Epoch 00195 | Loss(train) 0.6764 | Acc(train) 0.7703 | Acc(val) 0.8930 |
Epoch 00196 | Loss(train) 0.6482 | Acc(train) 0.7872 | Acc(val) 0.8930 |
Epoch 00197 | Loss(train) 0.6521 | Acc(train) 0.7747 | Acc(val) 0.8930 |
Epoch 00198 | Loss(train) 0.6532 | Acc(train) 0.7818 | Acc(val) 0.9037 |
Epoch 00199 | Loss(train) 0.6537 | Acc(train) 0.7703 | Acc(val) 0.8930 |
Epoch 00200 | Loss(train) 0.6957 | Acc(train) 0.7774 | Acc(val) 0.9011 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'CaGCN', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 745, 'out_dim': 8}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 98.85 MB
GPU Memory Reserved: 222.00 MB
Exp 5/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.1628 | Acc(train) 0.0971 | Acc(val) 0.1979 |*
Epoch 00002 | Loss(train) 2.3650 | Acc(train) 0.1852 | Acc(val) 0.4037 |*
Epoch 00003 | Loss(train) 2.0042 | Acc(train) 0.1977 | Acc(val) 0.5535 |*
Epoch 00004 | Loss(train) 1.9944 | Acc(train) 0.2324 | Acc(val) 0.2727 |
Epoch 00005 | Loss(train) 2.0037 | Acc(train) 0.2378 | Acc(val) 0.3529 |
Epoch 00006 | Loss(train) 1.9777 | Acc(train) 0.2315 | Acc(val) 0.2701 |
Epoch 00007 | Loss(train) 1.9553 | Acc(train) 0.2306 | Acc(val) 0.4198 |
Epoch 00008 | Loss(train) 1.9086 | Acc(train) 0.2769 | Acc(val) 0.4198 |
Epoch 00009 | Loss(train) 1.8828 | Acc(train) 0.2823 | Acc(val) 0.4599 |
Epoch 00010 | Loss(train) 1.8673 | Acc(train) 0.3081 | Acc(val) 0.4786 |
Epoch 00011 | Loss(train) 1.8603 | Acc(train) 0.3232 | Acc(val) 0.5027 |
Epoch 00012 | Loss(train) 1.8516 | Acc(train) 0.3197 | Acc(val) 0.5053 |
Epoch 00013 | Loss(train) 1.7987 | Acc(train) 0.3455 | Acc(val) 0.5134 |
Epoch 00014 | Loss(train) 1.7867 | Acc(train) 0.3428 | Acc(val) 0.5428 |
Epoch 00015 | Loss(train) 1.7476 | Acc(train) 0.3704 | Acc(val) 0.5535 |
Epoch 00016 | Loss(train) 1.7511 | Acc(train) 0.3785 | Acc(val) 0.5535 |
Epoch 00017 | Loss(train) 1.7114 | Acc(train) 0.3927 | Acc(val) 0.5561 |*
Epoch 00018 | Loss(train) 1.6693 | Acc(train) 0.3767 | Acc(val) 0.5535 |
Epoch 00019 | Loss(train) 1.6505 | Acc(train) 0.3856 | Acc(val) 0.5588 |*
Epoch 00020 | Loss(train) 1.6491 | Acc(train) 0.3909 | Acc(val) 0.5588 |
Epoch 00021 | Loss(train) 1.6145 | Acc(train) 0.4123 | Acc(val) 0.5588 |
Epoch 00022 | Loss(train) 1.5799 | Acc(train) 0.4399 | Acc(val) 0.5668 |*
Epoch 00023 | Loss(train) 1.5807 | Acc(train) 0.4319 | Acc(val) 0.5695 |*
Epoch 00024 | Loss(train) 1.5172 | Acc(train) 0.4524 | Acc(val) 0.5722 |*
Epoch 00025 | Loss(train) 1.5281 | Acc(train) 0.4613 | Acc(val) 0.5561 |
Epoch 00026 | Loss(train) 1.4510 | Acc(train) 0.4666 | Acc(val) 0.5561 |
Epoch 00027 | Loss(train) 1.4213 | Acc(train) 0.4907 | Acc(val) 0.5989 |*
Epoch 00028 | Loss(train) 1.4004 | Acc(train) 0.4809 | Acc(val) 0.6310 |*
Epoch 00029 | Loss(train) 1.3698 | Acc(train) 0.4978 | Acc(val) 0.6364 |*
Epoch 00030 | Loss(train) 1.3271 | Acc(train) 0.5147 | Acc(val) 0.6551 |*
Epoch 00031 | Loss(train) 1.3310 | Acc(train) 0.5085 | Acc(val) 0.6684 |*
Epoch 00032 | Loss(train) 1.2690 | Acc(train) 0.5280 | Acc(val) 0.7059 |*
Epoch 00033 | Loss(train) 1.2594 | Acc(train) 0.5396 | Acc(val) 0.7059 |
Epoch 00034 | Loss(train) 1.2055 | Acc(train) 0.5592 | Acc(val) 0.6952 |
Epoch 00035 | Loss(train) 1.2049 | Acc(train) 0.5574 | Acc(val) 0.6979 |
Epoch 00036 | Loss(train) 1.1825 | Acc(train) 0.5699 | Acc(val) 0.7433 |*
Epoch 00037 | Loss(train) 1.1466 | Acc(train) 0.5850 | Acc(val) 0.7727 |*
Epoch 00038 | Loss(train) 1.0960 | Acc(train) 0.6064 | Acc(val) 0.8075 |*
Epoch 00039 | Loss(train) 1.0625 | Acc(train) 0.6251 | Acc(val) 0.8182 |*
Epoch 00040 | Loss(train) 1.0757 | Acc(train) 0.6002 | Acc(val) 0.8155 |
Epoch 00041 | Loss(train) 1.0543 | Acc(train) 0.6118 | Acc(val) 0.8235 |*
Epoch 00042 | Loss(train) 1.0411 | Acc(train) 0.6429 | Acc(val) 0.8262 |*
Epoch 00043 | Loss(train) 1.0233 | Acc(train) 0.6376 | Acc(val) 0.8235 |
Epoch 00044 | Loss(train) 1.0172 | Acc(train) 0.6224 | Acc(val) 0.8075 |
Epoch 00045 | Loss(train) 1.0541 | Acc(train) 0.6242 | Acc(val) 0.8102 |
Epoch 00046 | Loss(train) 0.9972 | Acc(train) 0.6447 | Acc(val) 0.8369 |*
Epoch 00047 | Loss(train) 0.9661 | Acc(train) 0.6367 | Acc(val) 0.8182 |
Epoch 00048 | Loss(train) 0.9696 | Acc(train) 0.6492 | Acc(val) 0.8369 |
Epoch 00049 | Loss(train) 0.9712 | Acc(train) 0.6652 | Acc(val) 0.8182 |
Epoch 00050 | Loss(train) 0.9359 | Acc(train) 0.6500 | Acc(val) 0.7781 |
Epoch 00051 | Loss(train) 0.9319 | Acc(train) 0.6687 | Acc(val) 0.8209 |
Epoch 00052 | Loss(train) 0.8896 | Acc(train) 0.6839 | Acc(val) 0.8128 |
Epoch 00053 | Loss(train) 0.8866 | Acc(train) 0.6990 | Acc(val) 0.8235 |
Epoch 00054 | Loss(train) 0.9087 | Acc(train) 0.6687 | Acc(val) 0.8235 |
Epoch 00055 | Loss(train) 0.9209 | Acc(train) 0.6705 | Acc(val) 0.8262 |
Epoch 00056 | Loss(train) 0.9270 | Acc(train) 0.6910 | Acc(val) 0.8449 |*
Epoch 00057 | Loss(train) 0.9123 | Acc(train) 0.6732 | Acc(val) 0.8369 |
Epoch 00058 | Loss(train) 0.9292 | Acc(train) 0.6679 | Acc(val) 0.8396 |
Epoch 00059 | Loss(train) 0.9351 | Acc(train) 0.6687 | Acc(val) 0.8396 |
Epoch 00060 | Loss(train) 0.8501 | Acc(train) 0.6963 | Acc(val) 0.8235 |
Epoch 00061 | Loss(train) 0.9089 | Acc(train) 0.6705 | Acc(val) 0.8235 |
Epoch 00062 | Loss(train) 0.9327 | Acc(train) 0.6919 | Acc(val) 0.8422 |
